Gene_Name	Num_Chr	txStart	txEnd
LCTL	15	66840539	66858317
LDB1	10	103867327	103880210
LDB2	4	16503167	16900424
LDB3	10	88426551	88495822
LDHA	11	18415936	18429765
LDHAL6A	11	18477374	18501147
LDHAL6B	15	59499042	59500707
LDHB	12	21788276	21810776
LDHC	11	18433853	18472792
LDHD	16	75145759	75150665
LDLR	19	11200057	11244503
LDLRAD1	1	54474506	54483803
LDLRAD2	1	22138758	22151714
LDLRAD3	11	35965612	36252841
LDLRAP1	1	25870076	25895375
LDOC1	23	140269940	140271310
LDOC1L	22	44888450	44894005
LEAP2	5	132209358	132210581
LECT1	13	53277400	53313947
LECT2	5	135282600	135290723
LEF1	4	108968701	109089578
LEFTY1	1	226073983	226111965
LEFTY2	1	226124303	226128920
LEKR1	3	156544076	156763918
LELP1	1	153175919	153177594
LEMD1	1	205350513	205391181
LEMD2	6	33738991	33756906
LEMD3	12	65563371	65642107
LENEP	1	154966062	154966790
LENG1	19	54659382	54663446
LENG8	19	54960065	54973196
LENG9	19	54972981	54974894
LEO1	15	52230225	52263958
LEP	7	127881331	127897682
LEPR	1	65886318	66102820
LEPRE1	1	43212006	43232755
LEPREL1	3	189674519	189840226
LEPREL2	12	6936770	6949018
LEPROT	1	65886318	65898249
LEPROTL1	8	29952922	29995222
LETM1	4	1813208	1857974
LETM2	8	38244020	38266061
LETMD1	12	51442084	51454206
LEUTX	19	40267234	40276773
LFNG	7	2559479	2568808
LGALS1	22	38071613	38075807
LGALS12	11	63273524	63284246
LGALS13	19	40093169	40098113
LGALS14	19	40194946	40200087
LGALS2	22	37966254	37976024
LGALS3	14	55595872	55612147
LGALS3BP	17	76967336	76976061
LGALS4	19	39292312	39303740
LGALS7	19	39261608	39264157
LGALS7B	19	39279850	39282393
LGALS8	1	236681565	236712996
LGALS9	17	25958174	25976585
LGALS9B	17	20353176	20370848
LGALS9C	17	18380099	18398258
LGI1	10	95517566	95557922
LGI2	4	25000471	25032414
LGI3	8	22004345	22014344
LGI4	19	35615417	35633355
LGMN	14	93170157	93215012
LGR4	11	27387510	27494334
LGR5	12	71833813	71980086
LGR6	1	202163118	202288888
LGSN	6	63985857	64029882
LGTN	1	206764974	206785904
LHB	19	49519238	49520347
LHCGR	2	48913921	48982880
LHFP	13	39917030	40177356
LHFPL1	23	111873880	111923375
LHFPL2	5	77781040	77944648
LHFPL3	7	103969104	104549001
LHFPL4	3	9540046	9595486
LHFPL5	6	35773071	35791852
LHPP	10	126150412	126302709
LHX1	17	35294499	35300494
LHX2	9	126773889	126795442
LHX3	9	139088098	139096955
LHX4	1	180199442	180244188
LHX5	12	113900694	113909877
LHX6	9	124964860	124991019
LHX8	1	75594119	75627216
LHX9	1	197881635	197901715
LIAS	4	39460665	39479269
LIF	22	30636442	30642796
LIFR	5	38475065	38595507
LIG1	19	48618703	48673560
LIG3	17	33307538	33332088
LIG4	13	108859794	108870716
LILRA1	19	55105113	55112540
LILRA2	19	55084482	55107956
LILRA3	19	54799857	54804238
LILRA4	19	54844693	54850421
LILRA5	19	54818354	54824409
LILRA6	19	54720147	54804238
LILRB1	19	55128629	55149002
LILRB2	19	54777676	54785033
LILRB3	19	54720147	54746724
LILRB4	19	55155340	55179844
LILRB5	19	54754269	54761167
LILRP2	19	55219601	55224887
LIM2	19	51883163	51891210
LIMA1	12	50569565	50677353
LIMCH1	4	41362804	41702059
LIMD1	3	45636323	45722754
LIMD2	17	61773250	61778045
LIME1	20	62367053	62370459
LIMK1	7	73498156	73536854
LIMK2	22	31608250	31676064
LIMS1	2	109150857	109300887
LIMS2	2	128395997	128439360
LIMS3	2	110656042	110664032
LIMS3-LOC440895	2	110656009	110726147
LIN28A	1	26737269	26756218
LIN28B	6	105404923	105531206
LIN37	19	36239512	36245419
LIN52	14	74551656	74667117
LIN54	4	83845756	83934040
LIN7A	12	81191171	81331694
LIN7B	19	49617618	49621716
LIN7C	11	27515971	27528326
LIN9	1	226418861	226497570
LINGO1	15	77905369	77988475
LINGO2	9	27948528	28719303
LINGO3	19	2289774	2308156
LINGO4	1	151772765	151777882
LINS1	15	101109436	101142404
LIPA	10	90973328	91174382
LIPC	15	58702775	58861072
LIPE	19	42905667	42931578
LIPF	10	90424094	90438572
LIPG	18	47088427	47119276
LIPH	3	185225571	185270369
LIPI	21	15481137	15579254
LIPJ	10	90346519	90366732
LIPK	10	90484301	90512511
LIPM	10	90562487	90580303
LIPN	10	90521163	90537997
LIPT1	2	99771418	99779611
LIPT2	11	74202924	74204755
LITAF	16	11641582	11681322
LIX1	5	96427575	96478520
LIX1L	1	145477085	145501636
LLGL1	17	18128936	18148186
LLGL2	17	73521783	73571289
LLPH	12	66516850	66563807
LMAN1	18	56995058	57026508
LMAN1L	15	75105153	75119208
LMAN2	5	176758564	176778885
LMAN2L	2	97371669	97405813
LMBR1	7	156473571	156685902
LMBR1L	12	49490925	49504680
LMBRD1	6	70385751	70506888
LMBRD2	5	36103414	36152015
LMCD1	3	8543511	8609805
LMF1	16	903635	1031318
LMF2	22	50941376	50946135
LMLN	3	197687071	197770589
LMNA	1	156052369	156109878
LMNB1	5	126112833	126172709
LMNB2	19	2428165	2456958
LMO1	11	8245857	8290182
LMO2	11	33880125	33913836
LMO3	12	16701307	16762758
LMO4	1	87794151	87814603
LMO7	13	76194570	76434004
LMOD1	1	201865585	201915716
LMOD2	7	123295861	123304147
LMOD3	3	69156039	69171746
LMTK2	7	97736197	97835601
LMTK3	19	48988530	49016446
LMX1A	1	165171105	165325475
LMX1B	9	129376748	129463311
LNP1	3	100120037	100175169
LNPEP	5	96271346	96365115
LNX1	4	54326439	54518682
LNX2	13	28120052	28195244
LOC100009676	3	101395274	101398055
LOC100101266	19	24344995	24346249
LOC100101938	13	19836941	19919113
LOC100124692	7	141870970	141921088
LOC100125556	3	125635444	125648865
LOC100126784	11	19732481	19736146
LOC100127888	20	61294380	61297973
LOC100128023	3	193710884	193712027
LOC100128076	9	94895116	94900911
LOC100128164	3	169661774	169684522
LOC100128191	12	98906753	98910004
LOC100128239	11	133902167	133911236
LOC100128288	17	8261731	8263859
LOC100128292	10	79686570	79689582
LOC100128542	7	150446824	150487835
LOC100128554	12	126927027	126957330
LOC100128573	19	7537725	7538247
LOC100128640	3	38492524	38496311
LOC100128675	19	35549964	35597208
LOC100128788	16	2787077	2802601
LOC100128811	10	25447001	25465205
LOC100128822	7	152161209	152162628
LOC100128842	1	1193438	1196954
LOC100128977	17	43920723	43972879
LOC100129034	9	127115752	127121461
LOC100129055	10	38464599	38503272
LOC100129066	9	92254698	92334674
LOC100129387	15	50646371	50650501
LOC100129534	1	2281853	2284100
LOC100129550	3	122605360	122611262
LOC100129637	16	87731749	87739290
LOC100129716	5	90676164	90716531
LOC100129726	2	43454350	43455994
LOC100129935	19	40129325	40133041
LOC100130015	16	90106171	90114181
LOC100130093	1	227916240	227922053
LOC100130148	17	43973149	43976163
LOC100130238	12	132851977	132857486
LOC100130264	20	19222946	19265240
LOC100130274	8	144788865	144790279
LOC100130331	1	238025475	238091617
LOC100130386	13	114451484	114454062
LOC100130522	18	77905807	77936313
LOC100130557	1	41154752	41157933
LOC100130581	17	41447213	41466266
LOC100130691	2	178148242	178257419
LOC100130776	12	58120023	58122138
LOC100130872	4	1189572	1202750
LOC100130932	19	14599758	14600688
LOC100130933	17	73642646	73644055
LOC100130987	11	67085310	67159158
LOC100131193	9	139698379	139703300
LOC100131434	23	148609134	148622504
LOC100131496	20	45947246	45949497
LOC100131551	3	194017424	194030593
LOC100131691	19	59070592	59086163
LOC100131726	8	124213412	124214983
LOC100132111	1	151810945	151816640
LOC100132215	2	63271100	63274846
LOC100132247	16	22503062	22547860
LOC100132287	1	322037	328580
LOC100132288	21	9907193	9968585
LOC100132354	6	43858765	43905943
LOC100132707	7	154720227	154741194
LOC100132724	15	51236326	51238760
LOC100132831	23	40690470	40692449
LOC100132832	7	76668797	76682355
LOC100133050	5	99715209	99723958
LOC100133161	11	126988	139152
LOC100133308	10	45594933	45650044
LOC100133331	1	661140	679736
LOC100133469	14	106938455	106951529
LOC100133545	11	2004440	2011150
LOC100133612	1	3816968	3833877
LOC100133669	8	144063448	144099807
LOC100133893	12	27915599	27924209
LOC100133920	9	69651361	69664949
LOC100133957	23	47518232	47519776
LOC100133985	2	70351169	70352448
LOC100133991	17	43325303	43345996
LOC100134229	7	139877061	139879439
LOC100134259	2	47055003	47086145
LOC100134368	16	432241	442960
LOC100134713	7	140395136	140396877
LOC100134868	20	25990435	26002424
LOC100144603	22	51021455	51022353
LOC100144604	15	93111048	93115493
LOC100169752	10	127262940	127267012
LOC100170939	5	69422177	69881629
LOC100188947	10	93066720	93371217
LOC100188949	13	30914409	30948036
LOC100189589	2	74612845	74621008
LOC100190938	17	40905524	40913281
LOC100190939	13	45915480	45965616
LOC100190940	12	130517999	130526887
LOC100190986	16	21443347	21445776
LOC100192378	8	77523115	77595510
LOC100192379	4	122685740	122687962
LOC100192426	18	8360818	8367032
LOC100216001	10	4621444	4720262
LOC100216545	7	104650989	104654588
LOC100233209	12	47602203	47610226
LOC100240726	20	45092301	45093931
LOC100240734	12	54495993	54496481
LOC100240735	12	54472624	54475607
LOC100268168	5	172381788	172386371
LOC100270710	10	99477217	99477902
LOC100270746	6	26987146	26988085
LOC100270804	20	18774693	18776708
LOC100271722	22	46435789	46440748
LOC100271831	16	30125433	30125826
LOC100271832	2	33152194	33171200
LOC100271836	16	21415198	21471256
LOC100272146	17	45500843	45504056
LOC100272216	5	68926980	68929028
LOC100272217	9	133452739	133454881
LOC100272228	23	149106766	149392815
LOC100286793	1	143647639	143744587
LOC100286844	12	50222326	50234936
LOC100287227	3	156390964	156393502
LOC100287704	7	62809448	62812151
LOC100287718	6	46714699	46726941
LOC100288778	12	74272	91262
LOC100289341	9	139979398	139981269
LOC100302401	1	178060643	178063128
LOC100302640	3	106555660	106959485
LOC100302650	2	28112325	28113981
LOC100303728	23	118599997	118603061
LOC113230	19	14183688	14185873
LOC115110	1	2481359	2488450
LOC116437	12	131649556	131697475
LOC121838	13	44596471	44604598
LOC121952	13	103532449	103548383
LOC126536	19	16126444	16138723
LOC127841	1	204337558	204338847
LOC134466	5	150310000	150326146
LOC143188	10	114610673	114615127
LOC143666	11	573809	575885
LOC144438	12	49082250	49086229
LOC144486	12	94853779	94856342
LOC144571	12	9217773	9220651
LOC144742	12	119721630	119741185
LOC144776	13	91543208	91578851
LOC145474	14	71954578	71956418
LOC145783	15	57178368	57210697
LOC145820	15	95976322	96051074
LOC145837	15	69755446	69863779
LOC145845	15	37156644	37178734
LOC146336	16	1114084	1128731
LOC146481	16	34711785	34714967
LOC146880	17	62745781	62778117
LOC147727	19	10762539	10764548
LOC147804	19	53935227	53947924
LOC148145	19	29456040	29460055
LOC148189	19	28281402	28284848
LOC148413	1	1334910	1338075
LOC148696	1	207991724	207995940
LOC148709	1	202830882	202844369
LOC148824	1	247687982	247694106
LOC149134	1	246939315	246955685
LOC149620	1	111823146	111828729
LOC149837	20	5479218	5485242
LOC150185	22	19538882	19554362
LOC150197	22	20193855	20196060
LOC150381	22	46449726	46454400
LOC150527	2	131328419	131341734
LOC150568	2	105050805	105129214
LOC150622	2	6072819	6120350
LOC150776	2	132250386	132279149
LOC150786	2	132118066	132121731
LOC151009	2	111132687	111142113
LOC151162	2	135206960	135212191
LOC151174	2	239133754	239140318
LOC151300	2	219841006	219842643
LOC151534	2	74729744	74732192
LOC151658	3	107560511	107596915
LOC152024	3	24137780	24144738
LOC152217	3	196669494	196670884
LOC152225	3	101659703	101716770
LOC153328	5	135170365	135224324
LOC153684	5	43041677	43045370
LOC153910	6	142847592	142959026
LOC154449	6	170563422	170571657
LOC154761	7	143339349	143533810
LOC154822	7	158801045	158822878
LOC157381	8	125951884	125963337
LOC157627	8	9757574	9760839
LOC158376	9	35909480	35911617
LOC158572	23	49641328	49643959
LOC158696	23	137696892	137699799
LOC162632	17	16614993	16707819
LOC168474	7	64310071	64314178
LOC200030	1	146032543	146082765
LOC200726	2	207507142	207514173
LOC201651	3	151488244	151502682
LOC202181	5	177045501	177099278
LOC202781	7	154795143	154797412
LOC219347	10	81805991	81838949
LOC220429	13	50464545	50467516
LOC220594	17	18414577	18445234
LOC220729	3	197319987	197354752
LOC220930	10	31605458	31608024
LOC221122	11	44995453	44999576
LOC221442	6	41068773	41108567
LOC221710	6	11094266	11138964
LOC222699	6	28183116	28186707
LOC253039	9	123605320	123616644
LOC253724	12	104237528	104323989
LOC254312	10	10976904	10994126
LOC254559	15	89904810	89941718
LOC255025	3	94657107	94895079
LOC255167	5	6582287	6588612
LOC256880	4	100871636	100873620
LOC257358	5	169758435	169762104
LOC25845	5	470626	473080
LOC26102	9	139216998	139221779
LOC282997	10	112628648	112630662
LOC283050	10	80703084	80828536
LOC283070	10	12875133	12877544
LOC283174	11	133766330	133771635
LOC283267	11	33097696	33100999
LOC283314	12	7260904	7274446
LOC283332	12	50302668	50305646
LOC283392	12	72656328	72667289
LOC283404	12	52604714	52617595
LOC283663	15	57592563	57599965
LOC283731	15	74418714	74421619
LOC283761	15	90048162	90067265
LOC283856	16	56126899	56225006
LOC283867	16	65318402	65610203
LOC283914	16	34597787	34626084
LOC283922	16	74366304	74402153
LOC283999	17	76227391	76237067
LOC284009	17	2310276	2318730
LOC284023	17	7816641	7819265
LOC284100	17	36202573	36244363
LOC284232	13	19408543	19446109
LOC284233	18	14337422	14342522
LOC284276	18	74240612	74271783
LOC284379	19	54102887	54106751
LOC284440	19	19867183	19887222
LOC284441	19	20368457	20370503
LOC284551	1	31984036	31989846
LOC284578	1	205523401	205525763
LOC284632	1	24526730	24538180
LOC284661	1	4472111	4484744
LOC284688	1	170240547	170253349
LOC284749	20	46988654	46999381
LOC284788	20	22380971	22401281
LOC284798	20	25121434	25129426
LOC284837	21	45225641	45232448
LOC284900	22	28315364	28404267
LOC285033	2	96874141	96907701
LOC285045	2	33050510	33162270
LOC285074	2	87257799	87303536
LOC285194	3	116428635	116435885
LOC285205	3	107602052	107647751
LOC285359	3	101431278	101432259
LOC285370	3	10801169	10805877
LOC285375	3	13692221	13788132
LOC285401	3	62936133	63110735
LOC285419	4	124571422	124851518
LOC285456	4	109459346	109541613
LOC285501	4	178649907	178911903
LOC285548	4	13547700	13549448
LOC285593	5	173006646	173012074
LOC285627	5	158875564	158893284
LOC285629	5	160358788	160365633
LOC285692	5	9641428	9903936
LOC285696	5	17130137	17217531
LOC285733	6	131148324	131156430
LOC285735	6	133409219	133427710
LOC285740	6	143875467	143890476
LOC285768	6	961242	1101567
LOC285780	6	6346699	6623059
LOC285796	6	163731017	163745494
LOC285830	6	29694378	29716826
LOC285847	6	35694540	35704724
LOC285954	7	41733514	41818974
LOC286002	7	107296961	107302243
LOC286094	8	136246374	136311959
LOC286135	8	29779029	29811121
LOC286238	9	91262094	91267075
LOC286359	9	100153121	100158973
LOC286367	9	107536633	107540044
LOC286467	23	130836679	130964671
LOC29034	2	211482295	211484597
LOC338588	10	4698348	4704604
LOC338651	11	1593971	1620414
LOC338758	12	90102732	90105728
LOC338799	12	122233174	122241390
LOC339047	16	16422508	16444437
LOC339240	17	18323282	18328646
LOC339290	18	5238099	5246503
LOC339524	1	87458690	87634884
LOC339535	1	238643686	238649317
LOC339568	20	37842424	37853391
LOC339674	22	42120359	42354945
LOC339788	2	8062558	8116977
LOC340017	4	158493642	158497295
LOC340074	5	134984374	134989624
LOC340094	5	5034472	5070109
LOC340357	8	12623572	12668910
LOC340508	9	99837955	99844227
LOC341056	11	122888274	122890318
LOC342346	16	4606491	4650317
LOC344595	3	106959539	107045810
LOC344967	4	40044537	40058819
LOC347376	23	50648432	50648880
LOC348021	13	19582399	19586774
LOC348840	3	197784404	197807542
LOC348926	4	3943670	3957148
LOC349114	7	39773167	39834221
LOC349196	8	7118142	7212874
LOC360030	12	7917812	7926717
LOC374443	12	9786015	9811008
LOC374491	13	25141011	25171810
LOC375190	2	24299728	24397519
LOC387646	10	27534782	27541235
LOC387647	10	29698483	29776785
LOC388152	15	84867600	84898920
LOC388242	16	29476289	29478899
LOC388387	17	41026691	41050751
LOC388428	17	79139307	79156964
LOC388588	1	3689352	3692545
LOC388692	1	149279476	149291742
LOC388789	20	18548073	18550201
LOC388796	20	37049239	37064018
LOC388946	2	46706704	46711563
LOC388955	2	63849182	63850159
LOC389033	2	130680435	130691890
LOC389332	5	135527157	135528851
LOC389333	5	138727635	138730885
LOC389458	7	5023302	5112853
LOC389493	7	56182375	56184090
LOC389634	12	8509562	8549399
LOC389705	9	14993325	15019722
LOC389791	9	130890808	130892911
LOC390595	15	65385344	65407535
LOC390858	18	56702971	56720446
LOC391322	22	24373117	24374043
LOC392196	8	11985367	11986804
LOC399744	10	38717074	38741080
LOC399815	10	124612013	124658230
LOC399959	11	121959811	122238467
LOC400027	12	46119810	46121530
LOC400043	12	54519855	54526619
LOC400657	18	72259012	72265071
LOC400696	19	40170014	40177013
LOC400752	1	45769582	45771290
LOC400759	1	89873238	89890493
LOC400794	1	165446079	165551341
LOC400804	1	221503270	221509638
LOC400891	22	21400249	21418455
LOC400927	22	38698866	38794931
LOC400931	22	46449726	46509806
LOC400940	2	6122110	6128364
LOC401010	2	132199734	132202467
LOC401052	3	10048102	10052779
LOC401093	3	151980413	151987415
LOC401127	4	39481875	39483521
LOC401387	7	91770960	91808845
LOC401397	7	112756774	112758637
LOC401431	7	149564785	149570951
LOC401463	8	65486868	65494445
LOC401588	23	46404957	46407641
LOC402377	9	123555775	123561009
LOC402644	7	28318842	28319318
LOC407835	7	128766325	128768041
LOC415056	9	34568010	34583070
LOC440040	11	49580080	49831967
LOC440173	9	89623367	89657041
LOC440354	16	29454226	29625038
LOC440356	16	29875004	29879374
LOC440461	17	66194801	66196436
LOC440563	1	13182961	13183967
LOC440896	9	69174214	69192879
LOC440905	2	130783572	130808704
LOC440925	2	171568949	171571077
LOC440944	3	9391374	9439174
LOC440957	3	52570621	52574586
LOC441046	4	144480625	144489313
LOC441089	5	79646424	79647785
LOC441177	6	166401039	166403103
LOC441204	7	26438339	26538594
LOC441208	7	32767562	32794385
LOC441294	7	143268890	143271243
LOC441454	9	99671357	99672736
LOC441455	9	99488103	99489749
LOC441601	11	50239000	50257623
LOC441666	10	42827315	42863493
LOC441869	1	1353802	1356650
LOC442308	7	55713312	55714642
LOC442421	9	66496470	66503027
LOC442454	23	56763221	56764017
LOC442459	23	98716600	99194841
LOC493754	7	65993446	66057363
LOC494141	11	18230685	18235109
LOC541471	2	111965359	112252692
LOC541473	7	72440192	72443660
LOC550112	4	68566996	68946667
LOC550643	23	56755718	56844002
LOC554202	9	21454267	21559832
LOC55908	19	11348126	11352618
LOC572558	9	70970111	70972757
LOC595101	16	30278914	30346695
LOC606724	16	29460666	29461236
LOC613037	16	30234351	30257122
LOC619207	10	135267432	135337062
LOC641298	16	22448329	22503540
LOC641367	19	21933547	21936240
LOC642587	1	209602168	209605890
LOC642597	18	5143672	5197255
LOC642826	10	48185848	48237574
LOC642846	12	9436253	9466684
LOC642852	21	46707967	46717268
LOC642929	9	43140539	43145484
LOC643008	17	73629514	73637486
LOC643387	2	239140327	239142983
LOC643486	23	95592086	95592901
LOC643677	13	103381718	103411422
LOC643719	19	35067639	35068596
LOC643763	8	63890420	63897459
LOC643837	1	763064	789740
LOC643923	11	107462471	107463949
LOC643955	7	62751672	62764434
LOC644145	4	56686237	56703430
LOC644165	22	25028882	25049326
LOC644172	17	43677491	43679748
LOC644538	23	134124968	134126500
LOC644669	18	15313555	15325918
LOC644936	5	79594919	79596297
LOC645166	1	148928286	148953054
LOC645323	5	87836597	87980620
LOC645332	11	67559240	67572807
LOC645431	14	65877313	65879335
LOC645676	1	155531772	155533732
LOC645752	15	78206559	78219188
LOC646214	15	21932514	21940739
LOC646471	1	26146445	26150097
LOC646498	3	49215070	49227422
LOC646627	1	248902718	248903151
LOC646762	7	29685539	29724754
LOC646813	11	50368318	50379803
LOC646851	22	38974125	39052634
LOC646982	13	40921273	41055143
LOC646999	7	39649086	39651687
LOC647121	1	121260910	121313686
LOC647288	13	75811890	75814517
LOC647309	3	190570526	190580465
LOC647859	5	70370030	70388897
LOC647946	18	36786888	37380282
LOC647979	20	34633542	34638882
LOC648691	22	22901756	22909006
LOC648740	1	104112026	104122147
LOC649330	1	12907236	12908237
LOC650293	4	8951477	8952126
LOC650368	11	3402191	3430378
LOC650623	10	81442731	81448648
LOC651250	17	66097696	66157623
LOC652276	16	2653385	2680495
LOC653113	12	8383646	8395542
LOC653501	9	39415987	39508888
LOC653544	4	190992093	190993703
LOC653545	4	191008566	191010176
LOC653566	1	28421446	28423069
LOC653653	17	58179121	58180280
LOC653786	16	22557019	22588186
LOC654342	2	91805192	91847975
LOC654433	2	113993107	114024579
LOC678655	12	6548167	6560683
LOC723809	7	104535075	104567092
LOC723972	15	35529527	35530262
LOC727677	8	128302062	128494384
LOC727896	18	2943215	2946621
LOC727924	15	22278032	22383564
LOC728024	8	37604853	37605521
LOC728190	10	88965545	89102315
LOC728264	5	148786440	148812399
LOC728276	16	19297105	19315716
LOC728323	2	243030844	243102469
LOC728392	17	5402748	5404542
LOC728410	10	135481676	135485275
LOC728554	5	177302262	177311267
LOC728606	18	24267585	24283602
LOC728613	5	1597674	1634120
LOC728640	10	60474775	60477291
LOC728643	10	47133297	47133836
LOC728723	5	76382623	76444175
LOC728743	7	150097790	150109557
LOC728758	15	44168024	44170369
LOC728819	2	43902292	43903461
LOC728855	1	149576161	149672983
LOC728875	1	144300514	144341755
LOC728989	1	146490895	146514599
LOC729020	10	105005644	105007773
LOC729082	15	41576201	41601901
LOC729121	2	108439520	108443285
LOC729156	7	66274980	66309813
LOC729176	6	147122806	147124960
LOC729234	2	96676299	96688882
LOC729375	3	129816625	129830276
LOC729467	1	59597610	59612479
LOC729603	6	160514114	160517244
LOC729609	23	20004935	20007897
LOC729668	10	30653256	30663377
LOC729678	5	180256959	180262725
LOC729799	11	43918853	43921422
LOC729991	19	19287714	19303400
LOC729991-MEF2B	19	19256376	19303400
LOC730101	6	52529199	52533951
LOC730668	22	46402496	46406657
LOC730811	2	2323004	2330880
LOC731779	8	142350648	142354719
LOC731789	10	26932037	26942382
LOC732275	16	86365456	86379285
LOC80054	19	33793763	33795962
LOC80154	15	82944795	82975797
LOC81691	16	20817767	20860989
LOC84740	4	7755817	7780652
LOC84856	10	42970939	42990784
LOC84931	2	121221911	121223925
LOC84989	10	65224989	65226320
LOC90110	17	37408897	37411148
LOC90246	3	128226678	128229427
LOC90586	17	41019162	41021363
LOC90784	2	86247339	86250991
LOC90834	22	50171538	50173958
LOC91149	2	173587920	173600934
LOC91316	22	23980677	24059610
LOC91450	15	78285576	78286567
LOC91948	15	98285846	98417659
LOC92249	23	62646439	62780873
LOC92659	17	79885705	79888628
LOC92973	9	35860271	35865513
LOC93432	7	141811549	141843775
LOC93622	4	6675818	6677774
LOC96610	22	22380820	23265082
LOH12CR1	12	12510020	12619838
LOH12CR2	12	12508344	12510001
LOH3CR2A	3	8613468	8615580
LONP1	19	5691846	5720463
LONP2	16	48278211	48387407
LONRF1	8	12579406	12612992
LONRF2	2	100889754	100939195
LONRF3	23	118108713	118151947
LOR	1	153232179	153234598
LOX	5	121400163	121414055
LOXHD1	18	44056937	44236996
LOXL1	15	74218789	74244478
LOXL2	8	23154410	23261722
LOXL3	2	74759946	74781062
LOXL4	10	100007443	100028007
LPA	6	160952516	161087407
LPAL2	6	160887587	160932156
LPAR1	9	113636056	113801526
LPAR2	19	19734468	19739739
LPAR3	1	85279086	85358896
LPAR4	23	78003206	78012576
LPAR5	12	6728001	6748203
LPAR6	13	48963707	49018840
LPCAT1	5	1461544	1524076
LPCAT2	16	55542913	55620581
LPCAT3	12	7085348	7125842
LPCAT4	15	34651090	34659395
LPGAT1	1	211916800	212004114
LPHN1	19	14258551	14316997
LPHN2	1	81771845	82458106
LPHN3	4	62066974	62938167
LPIN1	2	11817721	11967531
LPIN2	18	2916993	3011945
LPIN3	20	39969560	39989221
LPL	8	19796582	19824769
LPO	17	56315787	56345878
LPP	3	187871719	188597441
LPPR1	9	103791031	104087416
LPPR2	19	11466107	11476372
LPPR3	19	812489	821967
LPPR4	1	99729900	99775136
LPPR5	1	99355803	99470449
LPXN	11	58294346	58345693
LQK1	1	213029947	213031480
LRAT	4	155665152	155674270
LRBA	4	151185598	151936879
LRCH1	13	47127296	47327173
LRCH2	23	114345184	114468635
LRCH3	3	197518145	197611043
LRCH4	7	100171636	100183776
LRDD	11	799179	805245
LRFN1	19	39797457	39805976
LRFN2	6	40359373	40555126
LRFN3	19	36428022	36436095
LRFN4	11	66624589	66627945
LRFN5	14	42076764	42373750
LRG1	19	4537228	4540036
LRGUK	7	133812105	133948933
LRIG1	3	66429222	66550845
LRIG2	1	113615831	113667342
LRIG3	12	59265938	59314262
LRIT1	10	85991276	86001338
LRIT2	10	85980251	85985284
LRIT3	4	110772486	110793470
LRMP	12	25205241	25261268
LRP1	12	57522282	57607123
LRP10	14	23340960	23349584
LRP11	6	150139894	150185480
LRP12	8	105501467	105601220
LRP1B	2	140988996	142889270
LRP2	2	169983620	170219122
LRP2BP	4	186285033	186317053
LRP3	19	33685599	33699767
LRP4	11	46878419	46940076
LRP5	11	68080108	68216739
LRP5L	22	25747386	25777544
LRP6	12	12268963	12419811
LRP8	1	53711212	53793821
LRPAP1	4	3514290	3534224
LRPPRC	2	44113363	44223144
LRRC1	6	53659778	53788919
LRRC10	12	70002347	70004942
LRRC10B	11	61276272	61278484
LRRC14	8	145743391	145750557
LRRC14B	5	191626	195468
LRRC15	3	194075977	194090472
LRRC16A	6	25279648	25620756
LRRC16B	14	24521206	24538937
LRRC17	7	102553344	102585554
LRRC18	10	50117531	50143242
LRRC19	9	26993143	27005691
LRRC2	3	46556880	46621572
LRRC20	10	72058729	72142382
LRRC23	12	6982733	7023405
LRRC24	8	145747762	145753171
LRRC25	19	18501955	18508421
LRRC26	9	140063212	140064491
LRRC27	10	134145614	134195010
LRRC28	15	99791652	99927280
LRRC29	16	67241043	67260901
LRRC3	21	45875393	45878730
LRRC30	18	7231137	7232041
LRRC31	3	169557029	169587660
LRRC32	11	76368569	76381791
LRRC33	3	196366656	196388872
LRRC34	3	169511266	169530720
LRRC36	16	67360747	67419108
LRRC37A	17	44372497	44415158
LRRC37A2	17	44590076	44633014
LRRC37A3	17	62850488	62915586
LRRC37A4	17	43578685	43595516
LRRC37B	17	30335037	30380517
LRRC37B2	17	28903483	28992715
LRRC39	1	100614413	100643800
LRRC3B	3	26664300	26752263
LRRC4	7	127667126	127671002
LRRC40	1	70610497	70671275
LRRC41	1	46744073	46769038
LRRC42	1	54412037	54433839
LRRC43	12	122652266	122688017
LRRC45	17	79981280	79989026
LRRC46	17	45909100	45914690
LRRC47	1	3696784	3713068
LRRC48	17	17876127	17920187
LRRC49	15	71145618	71342434
LRRC4B	19	51020152	51071302
LRRC4C	11	40135753	41481323
LRRC50	16	84178865	84211523
LRRC52	1	165513478	165533185
LRRC55	11	56949221	56959188
LRRC56	11	537522	554915
LRRC57	15	42834722	42841002
LRRC58	3	120043576	120068186
LRRC59	17	48458600	48474832
LRRC6	8	133584448	133687813
LRRC61	7	150006630	150035244
LRRC66	4	52859867	52883786
LRRC67	8	67900368	67940786
LRRC69	8	92114847	92231464
LRRC7	1	70032868	70589169
LRRC70	5	61874562	61877275
LRRC8A	9	131644391	131680315
LRRC8B	1	89990397	90063418
LRRC8C	1	90098644	90185093
LRRC8D	1	90286573	90401987
LRRC8E	19	7953390	7966908
LRRCC1	8	86019377	86058312
LRRFIP1	2	238536224	238690288
LRRFIP2	3	37094117	37217851
LRRIQ1	12	85430099	85638880
